"PROV","AMP","Actual_mean","Pred_mean"
"Phangnga","Thap Put",0,0.0785911787639964
"Phatthalung","Bang Kaeo",0.0173204711514563,0.114585673267191
"Phatthalung","Khao Chaison",0.155884240363106,0.187960760159926
"Phatthalung","Khuan Khanun",0.0346409423029125,0.223215095021508
"Phatthalung","Kong Ra",0.121243298060194,0.25333752415397
"Phatthalung","Mueang Phatthalung",0.155884240363106,0.345324567773125
"Phatthalung","Pa Bon",0.0346409423029125,0.244766777211969
"Phatthalung","Pa Phayom",0.0173204711514563,0.246557628566569
"Phatthalung","Pak Phayun",0,0
"Phatthalung","Si Banphot",0.0173204711514563,0.237743570045991
"Phatthalung","Srinagarindra",0.0346409423029125,0.245583119717511
"Phatthalung","Tamot",0.13856376921165,0.248473942279816
"Phayao","Chiang Kham",0.0192458846524847,0.0311258381063288
"Phayao","Chiang Muan",0.0577376539574542,0.102309424768795
"Phayao","Chun",0.0577376539574542,0.0906588597731156
"Phayao","Dok Khamtai",0.0384917693049695,0.0841105553236875
"Phayao","Mae Chai",0,0.0365943529389121
"Phayao","Mueang Phayao",0,0.0744934163310312
"Phayao","Phu Kamyao",0.0192458846524847,0.0272002843293276
"Phayao","Phu Sang",0,0.0962731702761216
"Phayao","Pong",0.500393000964604,0.126508028669791
"Phetchabun","Bueng Sam Phan",0,0.0110194391824983
"Phetchabun","Chon Daen",0,0.0101584436541254
"Phetchabun","Khao Kho",0,0
"Phetchabun","Lom Kao",0.0366402334862239,0.0241589085622267
"Phetchabun","Lom Sak",0,0.00694822045889768
"Phetchabun","Mueang Phetchabun",0,0.0200651735067368
"Phetchabun","Nam Nao",0,0
"Phetchabun","Nong Phai",0,0.0219268527897921
"Phetchabun","Si Thep",0.009160058371556,0
"Phetchabun","Wang Pong",0.009160058371556,0.0264525047757409
"Phetchabun","Wichian Buri",0,0
"Phetchaburi","Ban Laem",0,0
"Phetchaburi","Ban Lat",0,0
"Phetchaburi","Kaeng Krachan",0,0
"Phetchaburi","Khao Yoi",0,0
"Phetchaburi","Mueang Phetchaburi",0,0
"Phetchaburi","Nong Ya Plong",0,0
"Phetchaburi","Tha Yang",0,0
"Phichit","Bang Mun Nak",0,0
"Phichit","Bueng Na Rang",0,0
"Phichit","Dong Charoen",0,0
"Phichit","Mueang Phichit",0,0
"Phichit","Pho Prathap Chang",0,0
"Phichit","Pho Thale",0,0
"Phichit","Sak Lek",0,0
"Phichit","Sam Ngam",0,0
"Phichit","Taphan Hin",0,0
"Phichit","Wachirabarami",0,0
"Phichit","Wang Sai Phun",0,0
"Phitsanulok","Bang Krathum",0.0105067213072211,0
"Phitsanulok","Bang Rakam",0,0
"Phitsanulok","Chat Trakan",0.0210134426144422,0.0163769112391905
"Phitsanulok","Mueang Phitsanulok",0.0210134426144422,0
"Phitsanulok","Nakhon Thai",0,0.0114319338039918
"Phitsanulok","Noen Maprang",0.0105067213072211,0
"Phitsanulok","Phrom Phiram",0.0105067213072211,0
"Phitsanulok","Wang Thong",0.0105067213072211,0.0205863538113507
"Phitsanulok","Wat Bot",0,0.0153250247240066
"Phra Nakhon Si Ayutthaya","Ban Phraek",0,0
"Phra Nakhon Si Ayutthaya","Bang Ban",0,0
"Phra Nakhon Si Ayutthaya","Bang Pahan",0,0
"Phra Nakhon Si Ayutthaya","Bang Sai",0,0
"Phra Nakhon Si Ayutthaya","Lat Bua Luang",0,0
"Phra Nakhon Si Ayutthaya","Maha Rat",0,0
"Phra Nakhon Si Ayutthaya","Nakhon Luang",0,0
"Phra Nakhon Si Ayutthaya","Phachi",0,0
"Phra Nakhon Si Ayutthaya","Phak Hai",0,0
"Phra Nakhon Si Ayutthaya","Phra Nakhon Si Ayutthaya",0,0
"Phra Nakhon Si Ayutthaya","Sena",0,0
"Phra Nakhon Si Ayutthaya","Tha Ruea",0.0110839333066432,0
"Phra Nakhon Si Ayutthaya","Uthai",0,0
"Phra Nakhon Si Ayutthaya","Wang Noi",0,0
"Phrae","Den Chai",0.0205804256278985,0
"Phrae","Long",0.0205804256278985,0
"Phrae","Mueang Phrae",0.0411608512557969,0.0312572500922463
"Phrae","Nong Muang Khai",0,0
"Phrae","Rong Kwang",0,0.0308883840387518
"Phrae","Song",0.0411608512557969,0.0337713089856235
"Phrae","Sung Men",0,0
"Phrae","Wang Chin",0,0.107454337856986
"Phuket","Kathu",0.0436452323475767,0.246342622421004
"Phuket","Mueang Phuket",0.305516626433037,0.48395929553292
"Phuket","Thalang",0.349161858780613,0.495316239920529
"Prachin Buri","Ban Sang",0,0
"Prachin Buri","Kabin Buri",0,0
"Prachin Buri","Mueang Prachin Buri",0,0.020411571318453
"Prachin Buri","Na Di",0.0183773532200798,0.114891027862375
"Prachin Buri","Prachantakham",0,0
"Prachin Buri","Si Maha Phot",0,0
"Prachin Buri","Si Mahosot",0,0
"Prachuap Khiri Khan","Bang Saphan",0,0
"Prachuap Khiri Khan","Bang Saphan Noi",0,0
"Prachuap Khiri Khan","Hua Hin",0,0
"Prachuap Khiri Khan","Kui Buri",0,0
"Prachuap Khiri Khan","Mueang Prachuap Khiri Khan",0.0164061479742673,0
"Prachuap Khiri Khan","Pran Buri",0,0
"Prachuap Khiri Khan","Sam Roi Yot",0.0164061479742673,0
"Prachuap Khiri Khan","Thap Sakae",0,0
"Ranong","Kapoe",0.18805210923947,0.29326838796789
"Ranong","Kra Buri",1.50441687391576,0.684930882670663
"Ranong","Mueang Ranong",0.235065136549338,0.660176011649045
"Ranong","Suk Samran",0.141039081929603,0.126552094112743
"Ratchaburi","Ban Kha",0,0
"Ratchaburi","Ban Pong",0,0
"Ratchaburi","Bang Phae",0,0
"Ratchaburi","Chom Bueng",0,0
"Ratchaburi","Damnoen Saduak",0,0
"Ratchaburi","Mueang Ratchaburi",0,0
"Ratchaburi","Pak Tho",0,0
"Ratchaburi","Photharam",0,0
"Ratchaburi","Suan Phueng",0.0520610392778676,0
"Ratchaburi","Wat Phleng",0,0
"Rayong","Ban Chang",0,0
"Rayong","Ban Khai",0.0123727417117168,0.0191612846472046
"Rayong","Khao Chamao",0,0
"Rayong","Klaeng",0,0
"Rayong","Mueang Rayong",0.0247454834234337,0.0913390977816148
"Rayong","Nikhom Phatthana",0.0123727417117168,0
"Rayong","Pluak Daeng",0.0247454834234336,0.123606616800482
"Rayong","Wang Chan",0,0.00945684787901964
"Roi Et","At Samat",0.0208952631204665,0.0525541017678651
"Roi Et","Changhan",0.0278603508272887,0.105540012221106
"Roi Et","Chaturaphak Phiman",0.0348254385341109,0.107119747860865
"Roi Et","Chiang Khwan",0.00696508770682218,0.10458895902742
"Roi Et","Kaset Wisai",0.0139301754136444,0.0868761779909783
"Roi Et","Moei Wadi",0,0.0835293700749225
"Roi Et","Mueang Roi Et",0.0626857893613996,0.104286578399214
"Roi Et","Mueang Suang",0.0208952631204665,0.103805840015411
"Roi Et","Nong Hi",0,0.109321613880721
"Roi Et","Nong Phok",0.0208952631204665,0.142341501333497
"Roi Et","Pathum Rat",0,0.0822048275308175
"Roi Et","Phanom Phrai",0.0278603508272887,0.0966796532950618
"Roi Et","Pho Chai",0.00696508770682218,0.165477388284423
"Roi Et","Phon Sai",0.0139301754136444,0.0619807964698834
"Roi Et","Phon Thong",0.00696508770682218,0.0918993035500699
"Roi Et","Selaphum",0.0557207016545775,0.0990538481961596
"Roi Et","Si Somdet",0,0.123175054449927
"Roi Et","Suwannaphum",0.0139301754136444,0.105303500186313
"Roi Et","Thawat Buri",0.0487556139477553,0.107734637504274
"Roi Et","Thung Khao Luang",0.0139301754136444,0.0668356433849444
"Sa Kaeo","Aranyaprathet",0,0
"Sa Kaeo","Khao Chakan",0.0160530830507857,0.0722086822444742
"Sa Kaeo","Khlong Hat",0,0.0748792399059642
"Sa Kaeo","Khok Sung",0,0
"Sa Kaeo","Mueang Sa Kaeo",0,0.141592854803259
"Sa Kaeo","Ta Phraya",0,0
"Sa Kaeo","Wang Nam Yen",0,0
"Sa Kaeo","Wang Sombun",0,0.0190068822015415
"Sa Kaeo","Watthana Nakhon",0.0160530830507857,0.129387861625715
"Sakon Nakhon","Akat Amnuai",0,0
"Sakon Nakhon","Ban Muang",0.0157638077162262,0.0401822416619821
"Sakon Nakhon","Charoen Sin",0,0.0120426226745952
"Sakon Nakhon","Kham Ta Kla",0,0
"Sakon Nakhon","Khok Si Suphan",0,0
"Sakon Nakhon","Kusuman",0,0
"Sakon Nakhon","Kut Bak",0,0.0827787098559465
"Sakon Nakhon","Mueang Sakon Nakhon",0.0236457115743394,0.0357283661988648
"Sakon Nakhon","Nikhom Nam Un",0,0.0571867667815903
"Sakon Nakhon","Phang Khon",0,0
"Sakon Nakhon","Phanna Nikhom",0,0
"Sakon Nakhon","Phon Na Kaeo",0,0
"Sakon Nakhon","Phu Phan",0,0.0765999379483135
"Sakon Nakhon","Sawang Daen Din",0.00788190385811312,0.0700317892161282
"Sakon Nakhon","Song Dao",0,0
"Sakon Nakhon","Tao Ngoi",0.00788190385811312,0.0941323055462403
"Sakon Nakhon","Wanon Niwat",0.00788190385811312,0.061046647077257
"Sakon Nakhon","Waritchaphum",0,0.0583099539984357
"Samut Prakan","Bang Bo",0.0067596684382631,0
"Samut Prakan","Bang Phli",0.0067596684382631,0
"Samut Prakan","Bang Sao Thong",0.0135193368765262,0
"Samut Prakan","Mueang Samut Prakan",0,0
"Samut Prakan","Phra Pradaeng",0.0067596684382631,0
"Samut Prakan","Phra Samut Chedi",0.0067596684382631,0
"Samut Sakhon","Ban Phaeo",0,0
"Samut Sakhon","Krathum Baen",0,0
"Samut Sakhon","Mueang Samut Sakhon",0,0
"Samut Songkhram","Amphawa",0,0
"Samut Songkhram","Bang Khonthi",0.0470288357306283,0
"Samut Songkhram","Mueang Samut Songkhram",0.0940576714612566,0
"Saraburi","Ban Mo",0,0
"Saraburi","Chaloem Phra Kiat",0,0
"Saraburi","Don Phut",0,0
"Saraburi","Kaeng Khoi",0,0
"Saraburi","Muak Lek",0,0
"Saraburi","Mueang Saraburi",0,0
"Saraburi","Nong Don",0,0
"Saraburi","Nong Khae",0.0140745537557173,0
"Saraburi","Nong Saeng",0,0
"Saraburi","Phra Phutthabat",0.0140745537557173,0
"Saraburi","Sao Hai",0.0140745537557173,0
"Saraburi","Wang Muang",0,0
"Saraburi","Wihan Daeng",0,0
"Satun","Khuan Don",0.0561885192246209,0.0951008363203569
"Satun","Khuan Kalong",0.0561885192246209,0
"Satun","Manang",0.224754076898484,0.657881165092642
"Satun","Mueang Satun",0,0.423454588109797
"Satun","Tha Phae",0,0
"Satun","Thung Wa",0.0842827788369314,0.531298103657636
"Si Sa Ket","Benchalak",0.00617228742935277,0.0464347489178181
"Si Sa Ket","Bueng Bun",0.0185168622880583,0.0235299935395067
"Si Sa Ket","Huai Thap Than",0.0308614371467639,0.111238134686242
"Si Sa Ket","Kantharalak",0.0740674491522332,0.113626673817634
"Si Sa Ket","Kanthararom",0.0432060120054694,0.125310112129558
"Si Sa Ket","Khukhan",0.271580646891522,0.415050751783631
"Si Sa Ket","Khun Han",0.296269796608933,0.2358396446163
"Si Sa Ket","Mueang Chan",0.0123445748587055,0.0706408362496982
"Si Sa Ket","Mueang Si Sa Ket",0.0864120240109388,0.189868398010731
"Si Sa Ket","Nam Kliang",0.00617228742935277,0.147501782260158
"Si Sa Ket","Non Khun",0,0.0876596014608035
"Si Sa Ket","Phayu",0.0246891497174111,0.0989045671780001
"Si Sa Ket","Pho Si Suwan",0.00617228742935277,0.10276618396694
"Si Sa Ket","Phrai Bueng",0.0740674491522332,0.0911813127723607
"Si Sa Ket","Phu Sing",0.135790323445761,0.108324447138743
"Si Sa Ket","Prang Ku",0.0925843114402915,0.218588366427205
"Si Sa Ket","Rasi Salai",0.104928886298997,0.170058207078414
"Si Sa Ket","Si Rattana",0,0.0909201170910489
"Si Sa Ket","Sila Lat",0.00617228742935277,0.0532337102023038
"Si Sa Ket","Uthumphon Phisai",0.0370337245761166,0.211078015918081
"Si Sa Ket","Wang Hin",0.080239736581586,0.105146565220573
"Si Sa Ket","Yang Chum Noi",0.0555505868641749,0.141583823006261
"Sing Buri","Bang Rachan",0,0
"Sing Buri","In Buri",0,0
"Sing Buri","Khai Bang Rachan",0,0
"Sing Buri","Mueang Sing Buri",0,0
"Sing Buri","Phrom Buri",0,0
"Sing Buri","Tha Chang",0,0
"Songkhla","Bang Klam",0.0253234308589302,0.0915811596946283
"Songkhla","Chana",0.0189925731441977,0.0851436331868172
"Songkhla","Hat Yai",0.139278869724116,0.16548210314729
"Songkhla","Khlong Hoi Khong",0.0569777194325931,0.137062486599792
"Songkhla","Khuan Niang",0.0126617154294651,0
"Songkhla","Krasae Sin",0,0
"Songkhla","Mueang Songkhla",0.00633085771473256,0.0581481050361286
"Songkhla","Na Mom",0.00633085771473256,0.091366376050494
"Songkhla","Na Thawi",0.0443160040031279,0.143858321688392
"Songkhla","Ranot",0.00633085771473256,0
"Songkhla","Rattaphum",0.0379851462883954,0.0933257368477907
"Songkhla","Saba Yoi",0.0443160040031279,0.180304345082153
"Songkhla","Sadao",0.348197174310291,0.198486295613375
"Songkhla","Sathing Phra",0,0.0151790434663946
"Songkhla","Singhanakhon",0.00633085771473256,0
"Songkhla","Thepha",0.00633085771473256,0.0933650542389263
"Sukhothai","Ban Dan Lan Hoi",0,0
"Sukhothai","Khiri Mat",0.0152769901640626,0
"Sukhothai","Kong Krailat",0,0.0176753943616694
"Sukhothai","Mueang Sukhothai",0,0
"Sukhothai","Sawankhalok",0,0
"Sukhothai","Si Nakhon",0,0
"Sukhothai","Si Samrong",0,0
"Sukhothai","Si Satchanalai",0.152769901640626,0.105934083461761
"Sukhothai","Thung Saliam",0.0152769901640626,0.110973736101931
"Suphan Buri","Bang Pla Ma",0,0
"Suphan Buri","Dan Chang",0,0
"Suphan Buri","Doem Bang Nang Buat",0,0
"Suphan Buri","Don Chedi",0,0
"Suphan Buri","Mueang Suphan Buri",0,0
"Suphan Buri","Nong Ya Sai",0,0
"Suphan Buri","Sam Chuk",0,0
"Suphan Buri","Si Prachan",0,0
"Suphan Buri","Song Phi Nong",0,0
"Suphan Buri","U Thong",0,0
"Surat Thani","Ban Na Doem",0.00851200746332815,0.118883296847343
"Surat Thani","Ban Na San",0.0425600373166407,0.116553816605698
"Surat Thani","Ban Ta Khun",0.00851200746332815,0.122224023396318
"Surat Thani","Chai Buri",0.00851200746332815,0.141236627643759
"Surat Thani","Chaiya",0.0170240149266563,0.16043958812952
"Surat Thani","Don Sak",0,0.16426114670255
"Surat Thani","Kanchanadit",0.00851200746332815,0.189515261487527
"Surat Thani","Khian Sa",0,0.142388626933098
"Surat Thani","Khiri Rat Nikhom",0.0255360223899844,0.15842668576674
"Surat Thani","Ko Samui",0.059584052243297,0.118226239288395
"Surat Thani","Mueang Surat Thani",0.00851200746332815,0.166920384222811
"Surat Thani","Phanom",0.0680960597066252,0.192243784666061
"Surat Thani","Phrasaeng",0.0255360223899844,0.145473980090835
"Surat Thani","Phunphin",0.0766080671699533,0.159161793237383
"Surat Thani","Tha Chana",0.0680960597066251,0.125592325221408
"Surat Thani","Tha Chang",0.0255360223899844,0.155386283316395
"Surat Thani","Vibhavadi",0.00851200746332815,0.140042362565344
"Surat Thani","Wiang Sa",0.00851200746332815,0.233175358989022
"Surin","Buachet",0.130164767117985,0.163272696462544
"Surin","Chom Phra",0.00650823835589924,0.0508297261866656
"Surin","Chumphon Buri",0.00650823835589924,0.0891826362772422
"Surin","Kap Choeng",0.0846070986266901,0.111451653594321
"Surin","Lamduan",0,0.0898607308891687
"Surin","Mueang Surin",0.0520659068471939,0.0978984385728837
"Surin","Non Narai",0.00650823835589924,0.0612976571375674
"Surin","Phanom Dong Rak",0.0195247150676977,0.0468491508879445
"Surin","Prasat",0.0455576684912946,0.11200394413688
"Surin","Rattanaburi",0.00650823835589924,0.0907916196367958
"Surin","Samrong Thap",0.00650823835589924,0.113871359181675
"Surin","Sangkha",0.0455576684912946,0.156200082464652
"Surin","Sanom",0,0.0782549967142668
"Surin","Si Narong",0.0130164767117985,0.13688112930818
"Surin","Sikhoraphum",0.0195247150676977,0.140053098851984
"Surin","Tha Tum",0.00650823835589924,0.0983603352850133
"Tak","Ban Tak",0.0273156127847995,0
"Tak","Mae Ramat",0.0273156127847995,0
"Tak","Mae Sot",0.0409734191771992,0
"Tak","Mueang Tak",0,0
"Tak","Phop Phra",0,0
"Tak","Sam Ngao",0,0
"Tak","Tha Song Yang",0.0273156127847995,0
"Tak","Umphang",0.0136578063923997,0
"Tak","Wang Chao",0,0
"Trang","Hat Samran",0.0424040015808212,0.313832902095535
"Trang","Huai Yot",0.0424040015808213,0.238787550817837
"Trang","Kantang",0.0989426703552495,0.330576246434992
"Trang","Mueang Trang",0.268558676678534,0.287396795370362
"Trang","Na Yong",0.155481339129678,0.243548794226213
"Trang","Palian",0.296828011065748,0.293614455244758
"Trang","Ratsada",0.0282693343872142,0.241823465986685
"Trang","Sikao",0.0848080031616425,0.249779747291045
"Trang","Wang Wiset",0.197885340710499,0.2379270195961
"Trang","Yan Ta Khao",0.127212004742464,0.306672479618679
"Trat","Bo Rai",0,0
"Trat","Khao Saming",0.0395329107528726,0
"Trat","Khlong Yai",0,0
"Trat","Ko Chang",0,0
"Trat","Ko Kut",0,0
"Trat","Laem Ngop",0,0
"Trat","Mueang Trat",0,0
"Ubon Ratchathani","Buntharik",0.024201816820708,0.0924809527668086
"Ubon Ratchathani","Det Udom",0.0145210900924248,0.0618704963814128
"Ubon Ratchathani","Don Mot Daeng",0.0096807267282832,0.0687651972032405
"Ubon Ratchathani","Khemarat",0.0193614534565664,0.0517292514612729
"Ubon Ratchathani","Khong Chiam",0,0.0987424963915891
"Ubon Ratchathani","Khueang Nai",0.0096807267282832,0.0709564722651106
"Ubon Ratchathani","Kut Khaopun",0,0.0304794763638215
"Ubon Ratchathani","Lao Suea Kok",0.0048403633641416,0.0621050085703081
"Ubon Ratchathani","Muang Sam Sip",0.116168720739398,0.112988354468888
"Ubon Ratchathani","Mueang Ubon Ratchathani",0.0629247237338407,0.0790939122777093
"Ubon Ratchathani","Na Chaluai",0.0145210900924248,0.0633564469489184
"Ubon Ratchathani","Na Tan",0,0.00776163420893929
"Ubon Ratchathani","Na Yia",0.0145210900924248,0.0568165636875412
"Ubon Ratchathani","Nam Khun",0.0096807267282832,0.0547630681910299
"Ubon Ratchathani","Nam Yuen",0.024201816820708,0.059611788527532
"Ubon Ratchathani","Phibun Mangsahan",0.0484036336414161,0.104267935861241
"Ubon Ratchathani","Pho Sai",0.0338825435489911,0.0563448186625134
"Ubon Ratchathani","Samrong",0.0629247237338408,0.070332831279798
"Ubon Ratchathani","Sawang Wirawong",0.0484036336414159,0.0775758097032932
"Ubon Ratchathani","Si Mueang Mai",0.0290421801848496,0.0479731559753418
"Ubon Ratchathani","Sirindhorn",0.024201816820708,0.0609850184145299
"Ubon Ratchathani","Tan Sum",0.0145210900924248,0.0537622237408703
"Ubon Ratchathani","Thung Si Udom",0,0.0200156037780372
"Ubon Ratchathani","Trakan Phuet Phon",0.0290421801848496,0.0989650061184709
"Ubon Ratchathani","Warin Chamrap",0.0822861771904071,0.0754169398410754
"Udon Thani","Ban Dung",0.0114592783656961,0.0123519257388332
"Udon Thani","Ban Phue",0.0114592783656961,0.0102458525110375
"Udon Thani","Chai Wan",0.00572963918284803,0.0479930927130309
"Udon Thani","Ku Kaeo",0,0
"Udon Thani","Kumphawapi",0,0.0100516861473972
"Udon Thani","Kut Chap",0,0.017028331417929
"Udon Thani","Mueang Udon Thani",0.00572963918284803,0.00326183101754974
"Udon Thani","Na Yung",0,0.0370572466741908
"Udon Thani","Nam Som",0,0.0405925651165572
"Udon Thani","Nong Han",0,0.00575717233798721
"Udon Thani","Nong Saeng",0,0.028679936954921
"Udon Thani","Nong Wua So",0,0.026576690883799
"Udon Thani","Phen",0.0114592783656961,0.020946204662323
"Udon Thani","Phibun Rak",0.00572963918284803,0.00318164852532474
"Udon Thani","Sang Khom",0,0.00373094359582121
"Udon Thani","Si That",0,0.0194764706221494
"Udon Thani","Thung Fon",0,0
"Udon Thani","Wang Sam Mo",0.00572963918284803,0.0269677457822995
"Uthai Thani","Mueang Uthai Thani",0.0276640631094739,0
"Uthai Thani","Nong Chang",0,0
"Uthai Thani","Nong Khayang",0,0
"Uthai Thani","Sawang Arom",0.0276640631094739,0
"Uthai Thani","Thap Than",0,0
"Uttaradit","Ban Khok",0,0
"Uttaradit","Fak Tha",0.0200636700505384,0.0229633098298853
"Uttaradit","Laplae",0.0200636700505384,0.0234307511286302
"Uttaradit","Mueang Uttaradit",0,0.0202197554436597
"Uttaradit","Nam Pat",0.200636700505384,0.123786687850952
"Uttaradit","Phichai",0,0
"Uttaradit","Tha Pla",0.0200636700505384,0.0829680209810084
"Uttaradit","Thong Saen Khan",0,0.0453542606397108
"Uttaradit","Tron",0,0
"Yala","Bannang Sata",0.237303017307865,0.353836154395884
"Yala","Betong",0.0508506465659711,0
"Yasothon","Kham Khuean Kaeo",0.0845982319984691,0.157318345525048
"Yasothon","Kho Wang",0.0676785855987753,0.123737744309685
"Yasothon","Kut Chum",0.304553635194488,0.144717013294046
"Yasothon","Loeng Nok Tha",0.0338392927993876,0.145134981382977
"Yasothon","Maha Chana Chai",0.287633988794795,0.14091130007397
"Yasothon","Mueang Yasothon",0.270714342395101,0.181839804757725
"Yasothon","Pa Tio",0.0338392927993876,0.160818927667358
"Yasothon","Sai Mun",0.0676785855987753,0.135144312273372
"Yasothon","Thai Charoen",0.0507589391990815,0.146835772828622
